Depot Code,Client Code,Create Date,Whse Zone,Whse Location,Reserved Zone,Reserved Location,Avail,Phys,Case Number,Inb MO#,Status,Article ID,Description,Quantity,Unit Of Measure,Case Weight Actual,Case Volume Actual,MLP Pack Class Type,MLP Class Qty,MLP Class
U45,SUNPCA01  ,3/29/2017,SR2,2F101D    ,   ,          ,Y,Y,ISP00014018      ,U450905227,Available,101746,Mounting Item FLA-12 Flashings 18x1,39,BX ,507,54.35,PL  ,1,6
U45,SUNPCA01  ,3/30/2017,SR4,2F092D    ,   ,          ,Y,Y,ISP00014040      ,U450905227,Available,101746,Mounting Item FLA-12 Flashings 18x1,40,BX ,520,54.35,PL  ,1,6
U45,SUNPCA01  ,4/27/2017,SR8,2B095B    ,   ,          ,Y,Y,ISP00004158      ,U450917834,Available,101746,Mounting Item FLA-12 Flashings 18x1,40,BX ,520,54.35,PL  ,1,6
U45,SUNPCA01  ,4/27/2017,SR8,2B106A    ,SR2,2F101D    ,Y,Y,ISP00004159      ,U450917834,Available,101746,Mounting Item FLA-12 Flashings 18x1,21,BX ,273,34.37,PL  ,1,6
U45,SUNPCA01  ,6/1/2017,SE3,2K043B1   ,   ,          ,Y,Y,IPS01001610      ,U450934100,Available,102210,MOUNTING ITEM MID CLAMPS MIDC BLACK,20,EA ,1.2,4.65,PL  ,1,6
U45,SUNPCA01  ,6/1/2017,SR1,2M109D    ,   ,          ,Y,Y,IPS01001620      ,U450934100,Available,104022,Monitoring Item SPR-PMR-WDISP Wirel,2,EA ,0.9,15.56,PL  ,1,6
U45,SUNPCA01  ,5/3/2017,SR5,2T045B    ,   ,          ,Y,Y,ISP00005376      ,U450920448,Available,104048,MOUNTING ITEM STAND OFF 4 STO-4 BLA,5,EA ,52.5,20.81,PL  ,1,6
U45,SUNPCA01  ,6/2/2017,SC2,2F005A    ,   ,          ,N,Y,IPS01003998      ,U450934305,Available,104049,MOUNTING ITEM STAND OFF 7 INCH STO-,16,BX ,217.6,19.17,BX  ,16,1
U45,SUNPCA01  ,6/19/2017,SR1,2K005E    ,   ,          ,Y,Y,IPS01006022      ,U450939543,Available,104049,MOUNTING ITEM STAND OFF 7 INCH STO-,24,BX ,326.4,57.68,PL  ,1,6
U45,SUNPCA01  ,6/19/2017,SR2,2J079D    ,   ,          ,Y,Y,IPS01006023      ,U450939543,Available,104049,MOUNTING ITEM STAND OFF 7 INCH STO-,36,BX ,489.6,72.38,PL  ,1,6
U45,SUNPCA01  ,6/19/2017,SR2,2J107D    ,   ,          ,Y,Y,IPS01006024      ,U450939543,Available,104049,MOUNTING ITEM STAND OFF 7 INCH STO-,36,BX ,489.6,72.38,PL  ,1,6
U45,SUNPCA01  ,6/23/2017,SR2,2I090B    ,   ,          ,Y,Y,IPS01006792      ,U450941915,Available,104049,MOUNTING ITEM STAND OFF 7 INCH STO-,24,BX ,326.4,57.68,PL  ,1,6
U45,SUNPCA01  ,6/23/2017,SR2,2J059C    ,   ,          ,Y,Y,IPS01006791      ,U450941915,Available,104049,MOUNTING ITEM STAND OFF 7 INCH STO-,36,BX ,489.6,72.38,PL  ,1,6
U45,SUNPCA01  ,6/23/2017,SR2,2J111B    ,   ,          ,Y,Y,IPS01006793      ,U450941915,Available,104049,MOUNTING ITEM STAND OFF 7 INCH STO-,36,BX ,489.6,72.38,PL  ,1,6
U45,SUNPCA01  ,1/31/2017,SP7,2M098A    ,   ,          ,Y,Y,ISP00001667      ,U450872529,DON,104223,PVM SPR-200-BLK-U                  ,20,EA ,740,39.3,EA  ,20,1
U45,SUNPCA01  ,2/4/2017,SR7,2S037A    ,   ,          ,Y,Y,IPS00059769      ,U450875216,Available,104223,PVM SPR-200-BLK-U                  ,22,EA ,814,49.86,PL  ,1,6
U45,SUNPCA01  ,3/30/2017,SR2,2J063B    ,   ,          ,Y,Y,ISP00014068      ,U450906229,FRU,104223,PVM SPR-200-BLK-U                  ,29,EA ,"1,073",64.24,PL  ,1,6
U45,SUNPCA01  ,1/31/2017,SP7,2M104A    ,   ,          ,Y,Y,ISP00001674      ,U450872529,DON,104241,PVM SPR-210-BLK-U                  ,16,EA ,552,37.53,PL  ,1,6
U45,SUNPCA01  ,5/2/2017,SR5,2T043B    ,   ,          ,Y,Y,ISP00004953      ,U450919984,Available,104250,PVM SPR-210-WHT-U F                ,3,EA ,103.5,14.75,PL  ,1,6
U45,SUNPCA01  ,5/9/2017,SR5,2T073A    ,   ,          ,Y,Y,ISP00007241      ,U450923302,Available,104250,PVM SPR-210-WHT-U F                ,1,EA ,34.5,10.54,PL  ,1,6
U45,SUNPCA01  ,5/12/2017,SR5,2T073A    ,   ,          ,Y,Y,ISP00007417      ,U450925039,Available,104250,PVM SPR-210-WHT-U F                ,1,EA ,34.5,10.54,PL  ,1,6
U45,SUNPCA01  ,4/3/2017,SB9,4A002A    ,   ,          ,Y,Y,ISP00009836      ,U450908597,MRB,104253,PVM SPR-215-BLK-U B                ,20,EA ,640,46.86,PL  ,1,6
U45,SUNPCA01  ,2/13/2017,SR3,2L059C    ,   ,          ,Y,Y,IPS00078430      ,U450881181,Available,104257,PVM UNFR SPR-215L-WHT-U C          ,4,EA ,138,12.87,PL  ,1,6
U45,SUNPCA01  ,6/15/2017,SR9,2V078A    ,   ,          ,Y,Y,IPS01005696      ,U450938273,Available,104257,PVM UNFR SPR-215L-WHT-U C          ,6,EA ,207,16.98,PL  ,1,6
U45,SUNPCA01  ,4/4/2017,SR3,2N065B    ,   ,          ,Y,Y,ISP00014198      ,U450908835,FRU,104261,PVM SPR-215-WHT-U                  ,1,EA ,34.5,6.4,PL  ,1,6
U45,SUNPCA01  ,3/30/2017,SR3,2P102A    ,   ,          ,Y,Y,ISP00014046      ,U450906229,FRU,104266,PVM SPR-217-WHT-U C                ,1,EA ,59,19.39,PL  ,1,6
U45,SUNPCA01  ,3/30/2017,SR2,2E049A    ,   ,          ,Y,Y,ISP00014044      ,U450906229,FRU,104270,PVM SPR-220-BLK-U                  ,1,EA ,32,7.26,PL  ,1,6
U45,SUNPCA01  ,1/20/2017,SP2,2I018A    ,   ,          ,Y,Y,IPS00039017      ,U450867219,Available,104270B             ,PVM SPR-220-BLK-U NPB              ,14,EA ,448,31.52,EA  ,14,1
U45,SUNPCA01  ,1/24/2017,SC2,2F025A    ,   ,          ,Y,Y,ISP00000433      ,U450869956,Available,104270B             ,PVM SPR-220-BLK-U NPB              ,9,EA ,288,24.3,PL  ,1,6
U45,SUNPCA01  ,1/31/2017,SR3,2Q079A    ,   ,          ,Y,Y,ISP00001523      ,U450872529,DON,104271,PVM SPR-220-WHT-U                  ,20,EA ,690,43.67,PL  ,1,6
U45,SUNPCA01  ,3/30/2017,SR2,2J051D    ,   ,          ,Y,Y,ISP00014065      ,U450906229,FRU,104271,PVM SPR-220-WHT-U                  ,8,EA ,276,20.13,PL  ,1,6
U45,SUNPCA01  ,5/18/2017,RCK,R2-70-D01 ,   ,          ,Y,Y,IPS00999189      ,U450926247,Available,104271,PVM SPR-220-WHT-U                  ,8,EA ,276,20.13,PL  ,1,6
U45,SUNPCA01  ,1/31/2017,SR5,2R055A    ,   ,          ,Y,Y,ISP00001666      ,U450872529,DON,104285,PVM SPR-230-WHT-U CT               ,2,EA ,65.5,11.95,PL  ,1,6
U45,SUNPCA01  ,3/1/2017,SC3,2M079A    ,   ,          ,Y,Y,IPS00079859      ,U450887878,FRL,104297,INVERTER SPR-3000m                 ,1,EA ,96,25.76,PL  ,1,6
U45,SUNPCA01  ,1/16/2017,SP1,2L003A    ,   ,          ,Y,Y,IPS00036050      ,U450863422,Available,104300,PVM UNFR SPR-305L-WHT-U C          ,24,EA ,984,27.2,EA  ,24,1
U45,SUNPCA01  ,1/16/2017,SR3,2M086C    ,   ,          ,Y,Y,IPS00036051      ,U450863422,Available,104300,PVM UNFR SPR-305L-WHT-U C          ,30,EA ,"1,230",44.73,PL  ,1,6
U45,SUNPCA01  ,2/6/2017,SP5,2L097A    ,   ,          ,Y,Y,ISP00001409      ,U450877038,Available,104309,PVM SPR-315E-WHT-U C               ,6,EA ,246,24.69,PL  ,1,6
U45,SUNPCA01  ,2/2/2017,SR6,2D113A    ,   ,          ,Y,Y,IPS00059261      ,U450874185,Available,104309B             ,PVM SPR-315E-WHT-U C NPB           ,6,EA ,288,23.19,PL  ,1,6
U45,SUNPCA01  ,5/12/2017,SR1,2L084B    ,   ,          ,Y,Y,IPS00997849      ,U450923233,Available,104330,INVERTER SPR-5000m                 ,4,EA ,592.8,21.05,PL  ,1,6
U45,SUNPCA01  ,5/11/2017,SR1,2M043C    ,   ,          ,Y,Y,IPS00997765      ,U450923556,Available,104345,INVERTER SPR-7000m                 ,1,EA ,148.2,38.76,PL  ,1,6
U45,SUNPCA01  ,1/6/2017,SR1,2J030C    ,   ,          ,Y,Y,IPS00033138      ,U450859389,Available,104355,Mounting Item SPR-CS SPR Comp Screw,35,EA ,742,30.2,PL  ,1,6
U45,SUNPCA01  ,2/23/2017,SC3,2M101A    ,   ,          ,Y,Y,IPS00077936      ,U450886094,Available,104355,Mounting Item SPR-CS SPR Comp Screw,64,EA ,"1,356.80",47.41,PL  ,1,6
U45,SUNPCA01  ,1/18/2017,SC4,2E074A    ,   ,          ,Y,Y,IPS00038253      ,U450865890,Available,104359,Mounting Item SPR-FL SPR Comp Flash,188,EA ,176.72,1.44,EA  ,188,1
U45,SUNPCA01  ,2/22/2017,SE8,2I071B2   ,   ,          ,Y,Y,IPS00078069      ,U450885614,Available,104359,Mounting Item SPR-FL SPR Comp Flash,13,EA ,12.32,6.82,PL  ,1,6
U45,SUNPCA01  ,2/27/2017,SE8,2I071B2   ,   ,          ,Y,Y,IPS00059355      ,U450887232,Available,104359,Mounting Item SPR-FL SPR Comp Flash,70,EA ,66.5,8.33,PL  ,1,6
U45,SUNPCA01  ,4/26/2017,SR1,2L102B    ,   ,          ,Y,Y,ISP00013841      ,U450917499,Available,104359,Mounting Item SPR-FL SPR Comp Flash,230,EA ,218.5,11.66,PL  ,1,6
U45,SUNPCA01  ,3/27/2017,SR9,2V100C    ,   ,          ,Y,Y,ISP00008902      ,U450898800,GOW,104772,ASSY TILE ASTR AP-65 65 WP DOUBLE U,7,EA ,446.25,51.5,PL  ,1,6
U45,SUNPCA01  ,3/28/2017,SR9,2V074B    ,   ,          ,Y,Y,ISP00009140      ,U450900924,GOW,104772,ASSY TILE ASTR AP-65 65 WP DOUBLE U,1,EA ,63.75,14,PL  ,1,6
U45,SUNPCA01  ,6/15/2017,SR9,2V079E    ,   ,          ,Y,Y,IPS01005698      ,U450938273,Available,104772,ASSY TILE ASTR AP-65 65 WP DOUBLE U,10,EA ,637.5,70.25,PL  ,1,6
U45,SUNPCA01  ,2/13/2017,SR4,2H010E    ,   ,          ,Y,Y,IPS00077799      ,U450881181,Available,104813,WASHER FLAT 3/8 .812 OD 18-8 SS (15,401,EA ,29,4.67,PL  ,1,6
U45,SUNPCA01  ,2/14/2017,SE3,2K061B3   ,   ,          ,Y,Y,IPS00078508      ,U450882203,Available,104813,WASHER FLAT 3/8 .812 OD 18-8 SS (15,53,EA ,0.31,0.01,EA  ,53,1
U45,SUNPCA01  ,2/14/2017,SE3,2K061B3   ,   ,          ,Y,Y,IPS00078791      ,U450882306,Available,104813,WASHER FLAT 3/8 .812 OD 18-8 SS (15,267,EA ,1.6,0.04,EA  ,267,1
U45,SUNPCA01  ,4/7/2017,SE3,2K063B3   ,   ,          ,Y,Y,ISP00014593      ,U450909639,Available,104813,WASHER FLAT 3/8 .812 OD 18-8 SS (15,60,EA ,0.36,0.01,EA  ,60,1
U45,SUNPCA01  ,5/26/2017,SC1,2L012A    ,   ,          ,Y,Y,IPS01001063      ,U450933243,Available,104813,WASHER FLAT 3/8 .812 OD 18-8 SS (15,"5,600",EA ,406,5.32,CA  ,14,4
U45,SUNPCA01  ,6/12/2017,SE3,2J040B1   ,   ,          ,Y,Y,U450127111797001 ,U450881181,Available,104813,WASHER FLAT 3/8 .812 OD 18-8 SS (15,352,EA ,2.11,0.05,EA  ,352,1
U45,SUNPCA01  ,6/12/2017,SE3,2K063B3   ,   ,          ,N,Y,U450127111837001 ,U450881181,Available,104813,WASHER FLAT 3/8 .812 OD 18-8 SS (15,154,EA ,0.92,0.02,EA  ,154,1
U45,SUNPCA01  ,6/12/2017,SE3,2K063B3   ,   ,          ,Y,Y,U450127111810001 ,U450882203,Available,104813,WASHER FLAT 3/8 .812 OD 18-8 SS (15,6,EA ,0.03,0,EA  ,6,1
U45,SUNPCA01  ,3/24/2017,SR9,2V096C    ,   ,          ,Y,Y,ISP00008720      ,U450898509,GOW,104962,PVM FR SANY HIP-H552BA2 175 WP UL W,14,EA ,392,34.09,PL  ,1,6
U45,SUNPCA01  ,4/27/2017,SR4,2H106C    ,   ,          ,Y,Y,ISP00004451      ,U450917513,Available,104998,SIGN AL DANGER PUNCHED 3X10(OBSOLET,103,EA ,5.15,4.53,PL  ,1,6
U45,SUNPCA01  ,3/28/2017,SR9,2V114B    ,   ,          ,Y,Y,ISP00009198      ,U450901194,GOW,105128,ASSY MET STATION STD FREE-STANDING ,1,EA ,34.5,23.27,PL  ,1,6
U45,SUNPCA01  ,3/27/2017,SR9,2V114A    ,   ,          ,Y,Y,ISP00008909      ,U450898800,GOW,105129,SENSOR THERMOCOUPLE MET STATION (15,5,EA ,0.75,5.23,PL  ,1,6
U45,SUNPCA01  ,2/13/2017,SR4,2I045E    ,   ,          ,Y,Y,IPS00077800      ,U450881181,Available,105146,NUT CHANNEL NO SPRING 1/4-20 SS (15,"2,495",EA ,145.91,4.93,PL  ,1,6
U45,SUNPCA01  ,4/26/2017,SE8,2I093B1   ,   ,          ,Y,Y,ISP00013826      ,U450917499,Available,105147,SCREW CAP HH 1/4-20 X 3/4 18-8 SS (,94,EA ,1.31,4.93,PL  ,1,6
U45,SUNPCA01  ,4/27/2017,SE8,2I081B1   ,   ,          ,Y,Y,ISP00004136      ,U450917834,Available,105229,WASHER LOCK SPLIT 1/4 0.49 OD 18-8 ,"4,271",EA ,9.54,67.13,PL  ,1,6
U45,SUNPCA01  ,2/13/2017,SE7,2J090B2   ,   ,          ,Y,Y,IPS00078459      ,U450881181,Available,105236,WASHER FLAT 7/8 1.75OD 0.134T 18-8S,"1,420",EA ,71,0.31,EA  ,"1,420",1
U45,SUNPCA01  ,4/26/2017,SR1,2N022C    ,   ,          ,Y,Y,ISP00004056      ,U450917513,Available,105248,NUT HX 3/8-16 MECH. GALVY (1501-259,16,EA ,0.44,4.66,PL  ,1,6
U45,SUNPCA01  ,4/26/2017,SR1,2N022C    ,   ,          ,Y,Y,ISP00013871      ,U450917513,Available,105248,NUT HX 3/8-16 MECH. GALVY (1501-259,838,EA ,23.46,4.66,PL  ,1,6
U45,SUNPCA01  ,5/11/2017,SE8,2I091B3   ,   ,          ,Y,Y,IPS00997425      ,U450923556,Available,105248,NUT HX 3/8-16 MECH. GALVY (1501-259,234,EA ,6.55,4.66,PL  ,1,6
U45,SUNPCA01  ,4/27/2017,SR4,2F046B    ,SR1,2L112D    ,Y,Y,ISP00004144      ,U450917834,Available,105261,BOLT HVYHX STRUCTURAL 3/4-10 X 2.5 ,40,EA ,18,7.67,PL  ,1,6
U45,SUNPCA01  ,4/28/2017,SR4,2F106D    ,SR1,2M079D    ,Y,Y,ISP00004479      ,U450917834,Available,105262,NUT HVYHX 3/4-10 HDG A194 2H (1501-,100,EA ,20,9.39,PL  ,1,6
U45,SUNPCA01  ,2/13/2017,SE3,2K027B2   ,   ,          ,Y,Y,IPS00077807      ,U450881181,Available,105317,WASHER STAR 6 SS (1501-606)        ,4,EA ,0.02,0,EA  ,4,1
U45,SUNPCA01  ,4/7/2017,SE3,2K027B2   ,   ,          ,Y,Y,ISP00014577      ,U450909618,Available,105317,WASHER STAR 6 SS (1501-606)        ,60,EA ,0.36,0,EA  ,60,1
U45,SUNPCA01  ,4/7/2017,SE3,2K027B2   ,   ,          ,Y,Y,ISP00014604      ,U450909639,Available,105317,WASHER STAR 6 SS (1501-606)        ,60,EA ,0.36,0,EA  ,60,1
U45,SUNPCA01  ,4/19/2017,SE3,2K027B2   ,   ,          ,Y,Y,ISP00012498      ,U450914438,Available,105317,WASHER STAR 6 SS (1501-606)        ,"1,047",EA ,6.28,0,EA  ,"1,047",1
U45,SUNPCA01  ,5/26/2017,SC1,2L024A    ,   ,          ,Y,Y,IPS01001065      ,U450933243,Available,105317,WASHER STAR 6 SS (1501-606)        ,600,EA ,9.6,0.28,CA  ,6,4
U45,SUNPCA01  ,4/26/2017,SR4,2I119C    ,   ,          ,Y,Y,ISP00013854      ,U450917499,Available,105322,END CAP TRAY WIRING RIGHT TRACKER  ,207,EA ,21.7,5.46,PL  ,1,6
U45,SUNPCA01  ,1/17/2017,SR4,2G079B    ,SB1,1H006A    ,Y,Y,IPS00036416      ,U450863623,Available,105339,HANGER CONDUIT 1 3/4 OD 1/4 HOLE W/,"2,352",EA ,371.7,26.37,PL  ,1,6
U45,SUNPCA01  ,1/18/2017,SE3,2J018B1   ,   ,          ,N,Y,IPS00370366      ,U450865882,Available,105339,HANGER CONDUIT 1 3/4 OD 1/4 HOLE W/,"4,052",EA ,405.2,18.23,EA  ,"4,052",1
U45,SUNPCA01  ,2/13/2017,SR4,2H036D    ,   ,          ,Y,Y,IPS00077798      ,U450881181,Available,105339,HANGER CONDUIT 1 3/4 OD 1/4 HOLE W/,200,EA ,30.5,15.39,PL  ,1,6
U45,SUNPCA01  ,2/14/2017,SR4,2H042C    ,   ,          ,Y,Y,IPS00078792      ,U450882308,Available,105339,HANGER CONDUIT 1 3/4 OD 1/4 HOLE W/,8,EA ,0.8,15.39,PL  ,1,6
U45,SUNPCA01  ,4/26/2017,SR4,2G083C    ,   ,          ,Y,Y,ISP00013876      ,U450917513,Available,105339,HANGER CONDUIT 1 3/4 OD 1/4 HOLE W/,885,EA ,137.5,19.38,PL  ,1,6
U45,SUNPCA01  ,4/26/2017,SR4,2H036D    ,   ,          ,Y,Y,ISP00004054      ,U450917513,Available,105339,HANGER CONDUIT 1 3/4 OD 1/4 HOLE W/,72,EA ,10.7,15.39,PL  ,1,6
U45,SUNPCA01  ,1/9/2017,SR1,2M049C    ,   ,          ,Y,Y,IPS00034039      ,U450860044,Available,105356,PAD FOOT RFT10 (1504-120)          ,"2,400",EA ,"1,260",50.92,PL  ,1,6
U45,SUNPCA01  ,1/10/2017,SR1,2J012C    ,   ,          ,Y,Y,IPS00035907      ,U450860812,Available,105356,PAD FOOT RFT10 (1504-120)          ,"1,703",EA ,894.07,2.69,PL  ,1,6
U45,SUNPCA01  ,1/13/2017,SR4,2I041E    ,   ,          ,Y,Y,IPS00035101      ,U450863400,Available,105356,PAD FOOT RFT10 (1504-120)          ,"2,400",EA ,"1,260",50.92,PL  ,1,6
U45,SUNPCA01  ,5/16/2017,SR5,2T027A    ,   ,          ,Y,Y,IPS00998921      ,U450925809,Available,105365,BOLT HVYHX 5/8-11X7 GR5 GALV B695 G,"1,100",EA ,705.1,11.06,PL  ,1,6
U45,SUNPCA01  ,2/4/2017,SE8,2H120B2   ,   ,          ,Y,Y,IPS00059751      ,U450875216,Available,105367,1.596R FLAT 5/8 F436 MECH. GALV (15,700,EA ,25.04,21.27,PL  ,1,6
U45,SUNPCA01  ,2/13/2017,SE8,2H110B1   ,   ,          ,Y,Y,IPS00077845      ,U450878664,Available,105367,1.596R FLAT 5/8 F436 MECH. GALV (15,678,EA ,24.27,21.27,PL  ,1,6
U45,SUNPCA01  ,3/1/2017,SR1,2M027C    ,   ,          ,Y,Y,ISP00010062      ,U450887929,Available,105367,1.596R FLAT 5/8 F436 MECH. GALV (15,"20,000",EA ,716.74,21.27,PL  ,1,6
U45,SUNPCA01  ,4/27/2017,SR4,2F120C    ,SR1,2L104B    ,Y,Y,ISP00004124      ,U450917834,Available,105367,1.596R FLAT 5/8 F436 MECH. GALV (15,"1,114",EA ,39.8,21.27,PL  ,1,6
U45,SUNPCA01  ,4/28/2017,SR4,2I117D    ,   ,          ,Y,Y,ISP00004485      ,U450917513,Available,105367,1.596R FLAT 5/8 F436 MECH. GALV (15,"12,844",EA ,460.34,21.27,PL  ,1,6
U45,SUNPCA01  ,5/26/2017,SR1,2L110D    ,   ,          ,Y,Y,IPS01001067      ,U450933247,Available,105367,1.596R FLAT 5/8 F436 MECH. GALV (15,"12,442",EA ,446,21.27,PL  ,1,6
U45,SUNPCA01  ,4/28/2017,SR3,2L017B    ,   ,          ,Y,Y,ISP00004494      ,U450917514,Available,105368,WASHER LOCK SPLIT 5/8 MECH. GALV (1,700,EA ,14,10.5,PL  ,1,6
U45,SUNPCA01  ,6/1/2017,SR1,2N012D    ,   ,          ,Y,Y,IPS01001594      ,U450934100,Available,105387,CONNECTOR SOCKET MC TYPE 3 3 MM UL ,190,EA ,1.14,4.8,PL  ,1,6
U45,SUNPCA01  ,2/10/2017,SR1,2K053E    ,   ,          ,Y,Y,IPS00077601      ,U450879689,Available,105485,LABEL SHIPPING BLANK PAPER 4X6 (150,"4,320",EA ,24.75,14.39,PL  ,1,6
U45,SUNPCA01  ,2/10/2017,SR1,2K057E    ,   ,          ,Y,Y,IPS00077607      ,U450879689,Available,105540,FUSE T-TRON VERY FAST-ACTING JJS CL,3,EA ,1.45,6.39,PL  ,1,6
U45,SUNPCA01  ,6/14/2017,SE3,2J020B3   ,   ,          ,N,Y,IPS01005542      ,U450937861,Available,105581,ASSY WIRE GROUNDING 4 BRAID 1/4 RIN,"4,888",EA ,"1,075.36",0.54,EA  ,"4,888",1
U45,SUNPCA01  ,6/16/2017,SR1,2J064F    ,   ,          ,Y,Y,IPS01005730      ,U450938484,Available,105581,ASSY WIRE GROUNDING 4 BRAID 1/4 RIN,"2,500",EA ,550,5.81,PL  ,1,6
U45,SUNPCA01  ,6/20/2017,SC1,2L028A    ,   ,          ,N,Y,IPS01006072      ,U450939821,Available,105581,ASSY WIRE GROUNDING 4 BRAID 1/4 RIN,"4,200",EA ,924,17.66,CA  ,28,4
U45,SUNPCA01  ,1/10/2017,SE3,2J016B1   ,   ,          ,Y,Y,IPS00035915      ,U450860812,Available,105646,DATALOGGER CAMPBELL CR1000 (1505-68,1,EA ,3.1,11.75,PL  ,1,6
U45,SUNPCA01  ,2/10/2017,SR1,2K037C    ,   ,          ,Y,Y,IPS00077606      ,U450879689,Available,105658,BOLT HH 1/4-20 X 7/8 316 SS (1505-7,56,EA ,1.12,11.06,PL  ,1,6
U45,SUNPCA01  ,3/1/2017,SE3,2K037B1   ,   ,          ,Y,Y,ISP00010085      ,U450887929,Available,105658,BOLT HH 1/4-20 X 7/8 316 SS (1505-7,124,EA ,2.48,11.06,PL  ,1,6
U45,SUNPCA01  ,3/27/2017,SR9,2V094A    ,   ,          ,Y,Y,ISP00008905      ,U450898800,GOW,105669,ASSY MONITOR HSN INTERFACE NETWORK ,40,EA ,14,19.31,PL  ,1,6
U45,SUNPCA01  ,3/24/2017,SR9,2V078B    ,   ,          ,Y,Y,ISP00008740      ,U450898537,GOW,105694,CONTROLLER PLC POWERTRACKER 3 PH 20,1,EA ,480,36.63,PL  ,1,6
U45,SUNPCA01  ,3/24/2017,SR9,2V090D    ,   ,          ,Y,Y,ISP00008741      ,U450898537,GOW,105694,CONTROLLER PLC POWERTRACKER 3 PH 20,1,EA ,480,36.63,PL  ,1,6
U45,SUNPCA01  ,4/26/2017,SR1,2M093B    ,   ,          ,Y,Y,ISP00013835      ,U450917499,Available,105719,ASSY SMART MOUNT (1506-023)        ,6,EA ,3.6,8.79,PL  ,1,6
U45,SUNPCA01  ,3/27/2017,SE3,2J024B2   ,   ,          ,N,Y,ISP00008914      ,U450898806,Available,105772,WASHER FLAT 1/4 .75OD 18-8SS (1505-,"14,048",EA ,42.14,0.28,EA  ,"14,048",1
U45,SUNPCA01  ,5/22/2017,SR4,2H018D    ,   ,          ,Y,Y,IPS01000121      ,U450927759,Available,105772,WASHER FLAT 1/4 .75OD 18-8SS (1505-,"3,500",EA ,10.5,6.19,PL  ,1,6
U45,SUNPCA01  ,5/26/2017,SR1,2L058C    ,   ,          ,Y,Y,IPS01001049      ,U450933232,Available,105772,WASHER FLAT 1/4 .75OD 18-8SS (1505-,"7,000",EA ,21,6.26,PL  ,1,6
U45,SUNPCA01  ,5/26/2017,SR1,2L058C    ,   ,          ,Y,Y,IPS01001050      ,U450933232,Available,105772,WASHER FLAT 1/4 .75OD 18-8SS (1505-,"3,500",EA ,10.5,6.19,PL  ,1,6
U45,SUNPCA01  ,6/12/2017,SE3,2J040B1   ,   ,          ,Y,Y,OPS20009377      ,U450894180,Available,105772,WASHER FLAT 1/4 .75OD 18-8SS (1505-,"2,969",EA ,8.9,6.19,PL  ,1,6
U45,SUNPCA01  ,6/12/2017,SE3,2J048B1   ,   ,          ,Y,Y,OPS20009378      ,U450894180,Available,105772,WASHER FLAT 1/4 .75OD 18-8SS (1505-,"7,880",EA ,23.64,0.16,EA  ,"7,880",1
U45,SUNPCA01  ,4/27/2017,SR1,2P031B    ,   ,          ,Y,Y,ISP00004099      ,U450917513,Available,105809,MEMBRANE AL SELF ADHESIVE BLACK 11 ,4,EA ,22.6,17.72,PL  ,1,6
U45,SUNPCA01  ,3/28/2017,SR9,2V114A    ,   ,          ,Y,Y,ISP00009197      ,U450901194,GOW,105832,ASSY COMB. BOX 35-STRING 20 X 30 (1,5,EA ,420,35.96,PL  ,1,6
U45,SUNPCA01  ,2/18/2017,SE8,2H078B3   ,   ,          ,Y,Y,IPS00079307      ,U450884415,Available,105910,SPACER ARRAY EDGE POWERTILT10 (1506,"1,743",EA ,244.02,7.07,PL  ,1,6
U45,SUNPCA01  ,4/26/2017,SR1,2P007B    ,   ,          ,Y,Y,ISP00004062      ,U450917513,Available,105910,SPACER ARRAY EDGE POWERTILT10 (1506,104,EA ,14.56,5.96,PL  ,1,6
U45,SUNPCA01  ,4/27/2017,SR4,2F072C    ,SR1,2P007B    ,Y,Y,ISP00004132      ,U450917834,Available,105910,SPACER ARRAY EDGE POWERTILT10 (1506,257,EA ,35.98,5.96,PL  ,1,6
U45,SUNPCA01  ,1/21/2017,SE3,2K009B3   ,   ,          ,Y,Y,IPS00039849      ,U450867387,Available,106004,CLIP PV MOUNTING IFF SHALLOW (1506-,"9,210",EA ,442.08,6.63,EA  ,"9,210",1
U45,SUNPCA01  ,2/4/2017,SE8,2H118B1   ,   ,          ,Y,Y,IPS00059742      ,U450875216,Available,106004,CLIP PV MOUNTING IFF SHALLOW (1506-,139,EA ,6.67,10.68,PL  ,1,6
U45,SUNPCA01  ,2/18/2017,SE6,2H082A1   ,   ,          ,Y,Y,IPS00079303      ,U450884415,Available,106097,BOLT HH 1/4-20 X 2.50 ASTM F593C W/,"9,500",EA ,361.7,4.77,PL  ,1,6
U45,SUNPCA01  ,4/26/2017,SE8,2I093B2   ,   ,          ,Y,Y,ISP00013825      ,U450917499,Available,106133,WASHER FLAT M8 18-8 SS DIN 125 (150,500,EA ,1.5,8.83,PL  ,1,6
U45,SUNPCA01  ,4/26/2017,SR8,2A020E    ,   ,          ,Y,Y,ISP00004038      ,U450917514,Available,106139,CHANNEL STRUT 1-5/8 X 1-5/8 X 76 LG,22,EA ,264,12.12,PL  ,1,6
U45,SUNPCA01  ,3/28/2017,SR9,2V092A    ,   ,          ,Y,Y,ISP00009126      ,U450900924,GOW,106201,SIGN AL SYSTEM A 1.5 X 6 (1507-059),20,EA ,1.15,13.28,PL  ,1,6
U45,SUNPCA01  ,4/26/2017,SR1,2P039C    ,   ,          ,Y,Y,ISP00004057      ,U450917513,Available,106201,SIGN AL SYSTEM A 1.5 X 6 (1507-059),18,EA ,0.64,4.53,PL  ,1,6
