Article ID,Article Description,Item Type,Serials Req?,Serials per SKU,"EA
SIS",EA Length,EA Width,EA Height,EA Weight,EA Volume,"CA
Qty","CA
SIS",CA Length,CA Width,CA Height,CA Weight,CA Volume,CA UoM,"PL
Qty","PL
SIS",PL Length,PL Width,PL Height,PL Weight,PL Volume,PL UoM
519679,PILE W 8X18 18 FT DRIVE OASIS 3.0,NEW,N,0,0,18,0.4375,0.6783,323.9913,5.34161,1,1,18,0.4375,0.6783,323.9913,5.34161,CA  ,999,1,4,3.33,5,998,66.6,PL  
519680,PILE W 8X18 18.5 FT DRIVE OASIS 3.0,NEW,N,0,0,18.5,0.4375,0.6783,333.0082,5.48999,1,1,18.5,0.4375,0.6783,333.0082,5.48999,CA  ,999,1,4,3.33,5,998,66.6,PL  
519681,PILE W 8X18 19 FT DRIVE OASIS 3.0,NEW,N,0,0,19,0.4375,0.6783,342.0031,5.63837,1,1,19,0.4375,0.6783,342.0031,5.63837,CA  ,999,1,4,3.33,5,998,66.6,PL  
519683,PVM SPR-X21-345 AR-S6 M5 B1 YUK 166,SLP,Y,1,3,5.125,3.458,0.146,40.73,2.58745,,,,,,,,,22,1,5.125,3.458,3.458,896.06,61.28354,PL  
519683A,PVM SPR-X21-345 AR-S6 M5 B1 YUK 166,SLP,Y,1,3,5.1148,3.4318,0.1509,41.006,2.64874,1,3,5.1148,3.4318,0.1509,41.006,2.64874,CA  ,999,1,4,3.33,5,998,66.6,PL  
519683B,PVM SPR-X21-345 AR-S6 M5 B1 YUK 166,SLP,Y,1,3,5.1148,3.4318,0.1509,41.006,2.64874,1,3,5.1148,3.4318,0.1509,41.006,2.64874,CA  ,999,1,4,3.33,5,998,66.6,PL  
519684,PVM SPR-X21-335 AR-S6 M5 B1 YUK 166,SLP,Y,1,3,5.166,3.5,0.166,45,3.00145,,,,,,,,,22,1,5.166,3.5,3.982,990,71.99854,PL  
519684A,PVM SPR-X21-335 AR-S6 M5 B1 YUK 166,SLP,Y,1,3,5.1148,3.4318,0.1509,41.006,2.64874,1,3,5.1148,3.4318,0.1509,41.006,2.64874,CA  ,999,1,4,3.33,5,998,66.6,PL  
519684B,PVM SPR-X21-335 AR-S6 M5 B1 YUK 166,SLP,Y,1,3,5.1148,3.4318,0.1509,41.006,2.64874,1,3,5.1148,3.4318,0.1509,41.006,2.64874,CA  ,999,1,4,3.33,5,998,66.6,PL  
519685,PVM SPR-X20-327 AR-S6 M5 B1 YUK 166,SLP,Y,1,3,5.1148,3.4318,0.1509,41.006,2.64874,1,3,5.1148,3.4318,0.1509,41.006,2.64874,CA  ,999,1,4,3.33,5,998,66.6,PL  
519685A,PVM SPR-X20-327 AR-S6 M5 B1 YUK 166,SLP,Y,1,3,5.1148,34.1732,0.1509,41.006,26.37567,1,3,5.1148,34.1732,0.1509,41.006,26.37567,CA  ,999,1,4,3.33,5,998,66.6,PL  
519685B,PVM SPR-X20-327 AR-S6 M5 B1 YUK 166,SLP,Y,1,3,5.1148,3.4318,0.1509,41.006,2.64874,1,3,5.1148,3.4318,0.1509,41.006,2.64874,CA  ,999,1,4,3.33,5,998,66.6,PL  
519686,PILE W 8X24 13 FT DRIVE OASIS 3.0,NEW,N,0,0,13,0.5413,0.6608,311.9982,4.64998,1,1,13,0.5413,0.6608,311.9982,4.64998,CA  ,999,1,4,3.33,5,998,66.6,PL  
519687,PILE W 8X24 13.5 FT DRIVE OASIS 3.0,NEW,N,0,0,13.5,0.5413,0.6608,323.9913,4.82883,1,1,13.5,0.5413,0.6608,323.9913,4.82883,CA  ,999,1,4,3.33,5,998,66.6,PL  
519688,PILE W 8X24 14 FT DRIVE OASIS 3.0,NEW,N,0,0,14,0.5413,0.6608,336.0065,5.00767,1,1,14,0.5413,0.6608,336.0065,5.00767,CA  ,999,1,4,3.33,5,998,66.6,PL  
519689,PILE W 8X24 14.5 FT DRIVE OASIS 3.0,NEW,N,0,0,14.5,0.5413,0.6608,347.9997,5.18652,1,1,14.5,0.5413,0.6608,347.9997,5.18652,CA  ,999,1,4,3.33,5,998,66.6,PL  
519690,PILE W 8X24 15 FT DRIVE OASIS 3.0,NEW,N,0,0,15,0.5413,0.6608,359.9928,5.36537,1,1,15,0.5413,0.6608,359.9928,5.36537,CA  ,999,1,4,3.33,5,998,66.6,PL  
519691,PILE W 8X24 15.5 FT DRIVE OASIS 3.0,NEW,N,0,0,15.5,0.5413,0.6608,372.008,5.54421,1,1,15.5,0.5413,0.6608,372.008,5.54421,CA  ,999,1,4,3.33,5,998,66.6,PL  
519692,PILE W 8X24 16 FT DRIVE OASIS 3.0,NEW,N,0,0,16,0.5413,0.6608,384.0012,5.72306,1,1,16,0.5413,0.6608,384.0012,5.72306,CA  ,999,1,4,3.33,5,998,66.6,PL  
519693,PILE W 8X24 16.5 FT DRIVE OASIS 3.0,NEW,N,0,0,16.5,0.5413,0.6608,395.9943,5.9019,1,1,16.5,0.5413,0.6608,395.9943,5.9019,CA  ,999,1,4,3.33,5,998,66.6,PL  
519694,PILE W 8X24 17 FT DRIVE OASIS 3.0,NEW,N,0,0,17,0.5413,0.6608,408.0095,6.08075,1,1,17,0.5413,0.6608,408.0095,6.08075,CA  ,999,1,4,3.33,5,998,66.6,PL  
519695,PILE W 8X24 17.5 FT DRIVE OASIS 3.0,NEW,N,0,0,17.5,0.5413,0.6608,420.0027,6.25959,1,1,17.5,0.5413,0.6608,420.0027,6.25959,CA  ,999,1,4,3.33,5,998,66.6,PL  
519696,PILE W 8X24 18 FT DRIVE OASIS 3.0,NEW,N,0,0,18,0.5413,0.6608,431.9958,6.43844,1,1,18,0.5413,0.6608,431.9958,6.43844,CA  ,999,1,4,3.33,5,998,66.6,PL  
519697,PILE W 8X24 18.5 FT DRIVE OASIS 3.0,NEW,N,0,0,18.5,0.5413,0.6608,443.9889,6.61728,1,1,18.5,0.5413,0.6608,443.9889,6.61728,CA  ,999,1,4,3.33,5,998,66.6,PL  
519698,PILE W 8X24 19 FT DRIVE OASIS 3.0,NEW,N,0,0,19,0.5413,0.6608,456.0041,6.79613,1,1,19,0.5413,0.6608,456.0041,6.79613,CA  ,999,1,4,3.33,5,998,66.6,PL  
519702,CELL MULTI STD TSEC WITH PATTERN DU,NEW,N,0,3,1,1,0.9999,0.9999,0.9999,,,,,,,,,999,1,4,3.33,5,999,66.6,PL  
519709,PILE W 8X31 13 FT DRIVE OASIS 3.0,NEW,N,0,0,13,0.6663,0.6667,403.005,5.77489,1,1,13,0.6663,0.6667,403.005,5.77489,CA  ,999,1,4,3.33,5,998,66.6,PL  
519710,PILE W 8X31 13.5 FT DRIVE OASIS 3.0,NEW,N,0,0,13.5,0.6663,0.6667,418.5035,5.997,1,1,13.5,0.6663,0.6667,418.5035,5.997,CA  ,999,1,4,3.33,5,998,66.6,PL  
519711,PILE W 8X31 14 FT DRIVE OASIS 3.0,NEW,N,0,0,14,0.6663,0.6667,434.002,6.21911,1,1,14,0.6663,0.6667,434.002,6.21911,CA  ,999,1,4,3.33,5,998,66.6,PL  
519712,PILE W 8X31 14.5 FT DRIVE OASIS 3.0,NEW,N,0,0,14.5,0.6663,0.6667,449.5005,6.44122,1,1,14.5,0.6663,0.6667,449.5005,6.44122,CA  ,999,1,4,3.33,5,998,66.6,PL  
519713,PILE W 8X31 15 FT DRIVE OASIS 3.0,NEW,N,0,0,15,0.6663,0.6667,464.999,6.66333,1,1,15,0.6663,0.6667,464.999,6.66333,CA  ,999,1,4,3.33,5,998,66.6,PL  
519714,PILE W 8X31 15.5 FT DRIVE OASIS 3.0,NEW,N,0,0,15.5,0.6663,0.6667,480.4975,6.88544,1,1,15.5,0.6663,0.6667,480.4975,6.88544,CA  ,999,1,4,3.33,5,998,66.6,PL  
519715,PILE W 8X31 16 FT DRIVE OASIS 3.0,NEW,N,0,0,16,0.6663,0.6667,495.996,7.10756,1,1,16,0.6663,0.6667,495.996,7.10756,CA  ,999,1,4,3.33,5,998,66.6,PL  
519716,PILE W 8X31 16.5 FT DRIVE OASIS 3.0,NEW,N,0,0,16.5,0.6663,0.6667,511.4945,7.32967,1,1,16.5,0.6663,0.6667,511.4945,7.32967,CA  ,999,1,4,3.33,5,998,66.6,PL  
519717,PILE W 8X31 17 FT DRIVE OASIS 3.0,NEW,N,0,0,17,0.6663,0.6667,526.993,7.55178,1,1,17,0.6663,0.6667,526.993,7.55178,CA  ,999,1,4,3.33,5,998,66.6,PL  
519718,PILE W 8X31 17.5 FT DRIVE OASIS 3.0,NEW,N,0,0,17.5,0.6663,0.6667,542.4915,7.77389,1,1,17.5,0.6663,0.6667,542.4915,7.77389,CA  ,999,1,4,3.33,5,998,66.6,PL  
519719,PILE W 8X31 18 FT DRIVE OASIS 3.0,NEW,N,0,0,18,0.6663,0.6667,557.99,7.996,1,1,18,0.6663,0.6667,557.99,7.996,CA  ,999,1,4,3.33,5,998,66.6,PL  
519720,PILE W 8X31 18.5 FT DRIVE OASIS 3.0,NEW,N,0,0,18.5,0.6663,0.6667,573.5105,8.21811,1,1,18.5,0.6663,0.6667,573.5105,8.21811,CA  ,999,1,4,3.33,5,998,66.6,PL  
519721,PILE W 8X31 19 FT DRIVE OASIS 3.0,NEW,N,0,0,19,0.6663,0.6667,589.009,8.44022,1,1,19,0.6663,0.6667,589.009,8.44022,CA  ,999,1,4,3.33,5,998,66.6,PL  
519734,STRUT BOTTOM E/J-SERIES OASIS 3.0,SGL,N,0,3,3.0741,0.1772,0.123,4.0565,0.067,,,,,,,,,792,1,4,3.33,12.507,3212.748,166.59324,PL  
519912,ASSY BOLT/NUT M20-2.5 X 130MM EN 14,SFS,N,0,3,0.458,0.083,0.083,0.5,0.00316,40,3,0.916,0.83,0.5,20,0.38014,CA  ,1440,1,4,3.33,1.83,720,24.3756,PL  
519913,BOLT HVYHX STRUCTURAL M20-2.5 X 55M,NEW,N,0,3,0.2231,0.1148,0.1148,0.53,0.00294,1,3,0.2231,0.1148,0.1148,0.53,0.00294,CA  ,999,1,4,3.33,5,998,66.6,PL  
520018,CROSSBEAM 6UP ST10 W12X26 HELIX CAR,NEW,N,0,0,35.7275,0.5408,1.0183,928.92,19.67501,,,,,,,,,999,1,4,3.33,5,998,66.6,PL  
520019,CROSSBEAM 6UP ST10 W12X30 HELIX CAR,NEW,N,0,0,35.7275,0.5433,1.0283,1071.83,19.96007,,,,,,,,,999,1,4,3.33,5,998,66.6,PL  
520020,CROSSBEAM 6UP ST10 W12X35 HELIX CAR,NEW,N,0,0,35.7275,0.5467,1.0417,1250.46,20.34672,,,,,,,,,999,1,4,3.33,5,998,66.6,PL  
520021,CROSSBEAM 6UP ST10 W12X40 HELIX CAR,NEW,N,0,0,35.7275,0.6671,0.995,1429.1,23.71465,,,,,,,,,999,1,4,3.33,5,998,66.6,PL  
520022,CROSSBEAM 6UP ST15 W12X26 HELIX CAR,NEW,N,0,0,35.7275,0.5408,1.0183,928.92,19.67501,,,,,,,,,999,1,4,3.33,5,998,66.6,PL  
520023,CROSSBEAM 6UP ST15 W12X30 HELIX CAR,NEW,N,0,0,35.7275,0.5433,1.0283,1071.83,19.96007,,,,,,,,,999,1,4,3.33,5,998,66.6,PL  
520024,CROSSBEAM 6UP ST15 W12X35 HELIX CAR,NEW,N,0,0,35.7275,0.5467,1.0417,1250.46,20.34672,,,,,,,,,999,1,4,3.33,5,998,66.6,PL  
520025,CROSSBEAM 6UP ST15 W12X40 HELIX CAR,NEW,N,0,0,35.7275,0.6671,0.995,1429.1,23.71465,,,,,,,,,999,1,4,3.33,5,998,66.6,PL  
520026,CROSSBEAM 6UP DT2-10 W12X26 HELIX C,NEW,N,0,0,36.2008,0.5408,1.0183,941.22,19.93566,,,,,,,,,999,1,4,3.33,5,998,66.6,PL  
520027,CROSSBEAM 6UP DT2-10 W12X30 HELIX C,NEW,N,0,0,36.2008,0.5433,1.0283,1086.03,20.2245,,,,,,,,,999,1,4,3.33,5,998,66.6,PL  
520028,CROSSBEAM 6UP DT2-10 W12X35 HELIX C,NEW,N,0,0,36.2008,0.5467,1.0417,1267.03,20.61626,,,,,,,,,999,1,4,3.33,5,998,66.6,PL  
520029,CROSSBEAM 6UP DT2-10 W12X40 HELIX C,NEW,N,0,0,36.2008,0.6671,0.995,1448.03,24.02881,,,,,,,,,999,1,4,3.33,5,998,66.6,PL  
520030,CROSSBEAM 6UP DT2-15 W12X26 HELIX C,NEW,N,0,0,36.3917,0.5408,1.0183,946.18,20.04079,,,,,,,,,999,1,4,3.33,5,998,66.6,PL  
520031,CROSSBEAM 6UP DT2-15 W12X30 HELIX C,NEW,N,0,0,36.3917,0.5433,1.0283,1091.75,20.33115,,,,,,,,,999,1,4,3.33,5,998,66.6,PL  
520032,CROSSBEAM 6UP DT2-15 W12X35 HELIX C,NEW,N,0,0,36.3917,0.5467,1.0417,1273.71,20.72498,,,,,,,,,999,1,4,3.33,5,998,66.6,PL  
520033,CROSSBEAM 6UP DT2-15 W12X40 HELIX C,NEW,N,0,0,36.3917,0.6671,0.995,1455.67,24.15552,,,,,,,,,999,1,4,3.33,5,998,66.6,PL  
520034,CROSSBEAM 6UP DT2-2 W12X26 HELIX CA,NEW,N,0,0,35.8983,0.5408,1.0183,933.36,19.76907,,,,,,,,,999,1,4,3.33,5,998,66.6,PL  
520035,CROSSBEAM 6UP DT2-2 W12X30 HELIX CA,NEW,N,0,0,35.8983,0.5433,1.0283,1076.95,20.0555,,,,,,,,,999,1,4,3.33,5,998,66.6,PL  
520036,CROSSBEAM 6UP DT2-2 W12X35 HELIX CA,NEW,N,0,0,35.8983,0.5467,1.0417,1256.44,20.44399,,,,,,,,,999,1,4,3.33,5,998,66.6,PL  
520037,CROSSBEAM 6UP DT2-2 W12X40 HELIX CA,NEW,N,0,0,35.8983,0.6671,0.995,1435.93,23.82802,,,,,,,,,999,1,4,3.33,5,998,66.6,PL  
520038,LABEL SPV-P15-315-COM (/-5 TUV/UL),NEW,N,0,3,1,1,0.9999,0.9999,0.9999,,,,,,,,,999,1,4,3.33,5,999,66.6,PL  
520042,LABEL SPV-P17-345-COM (/-5 TUV/UL),NEW,N,0,3,1,1,0.9999,0.9999,0.9999,,,,,,,,,999,1,4,3.33,5,999,66.6,PL  
520044,LABEL SPR-P17-330-COM (5/-0 TUV/UL),NEW,N,0,3,1,1,0.9999,0.9999,0.9999,,,,,,,,,999,1,4,3.33,5,999,66.6,PL  
520046,LABEL SPR-P17-345-COM (/-5 TUV/UL),NEW,N,0,3,1,1,0.9999,0.9999,0.9999,,,,,,,,,999,1,4,3.33,5,999,66.6,PL  
520128,STATION HUB OASIS 3.0 100-240 VAC S,NEW,N,0,3,2,1,0.5833,20,1.1666,1,3,2,1,0.5833,20,1.1666,CA  ,999,1,4,3.33,5,998,66.6,PL  
520140,ANTENNA WIRELESS EXTERNAL 16IN OUTD,NEW,N,0,3,1.4042,0.11,0.11,1.3,0.01699,1,3,1.4042,0.11,0.11,1.3,0.01699,CA  ,999,1,4,3.33,5,998,66.6,PL  
520141,CABLE CO-AX RF RP-SMA MALE TO RP-SM,NEW,N,0,3,10,0.025,0.025,0.25,0.00625,1,3,10,0.025,0.025,0.25,0.00625,CA  ,999,1,4,3.33,5,998,66.6,PL  
520142,MODULE GPS EXTERNAL OUTDOOR 5-30 VD,NEW,N,0,3,6.5617,0.164,0.0755,0.6614,0.08125,1,3,6.5617,0.164,0.0755,0.6614,0.08125,CA  ,999,1,4,3.33,5,998,66.6,PL  
520151,J-BOX FULLY ASSY TYCO 2 DIODE MALE,NEW,N,0,3,1,1,0.9999,0.9999,0.9999,,,,,,,,,999,1,4,3.33,5,999,66.6,PL  
520152,J-BOX FULLY ASSY TYCO 2 DIODE FEMAL,NEW,N,0,3,1,1,0.9999,0.9999,0.9999,,,,,,,,,999,1,4,3.33,5,999,66.6,PL  
520153,TUBULAR FASTENER 1/2 OASIS 3,SBO,N,0,3,0.1771,0.0417,0.0417,0.0213,0.00031,18584,3,3.42,3.42,1.59,395.8392,18.59728,CA  ,18584,1,4,3.43,1.92,1168,26.3424,PL  
520211,CONTROL HARNESS OASIS 3.0 E-1.5KV-4,NEW,N,0,3,1,1,0.9999,0.9999,0.9999,,,,,,,,,999,1,4,3.33,5,999,66.6,PL  
520212,CONTROL HARNESS OASIS 3.0 P-1.5KV-2,NEW,N,0,3,1,1,0.9999,0.9999,0.9999,,,,,,,,,999,1,4,3.33,5,999,66.6,PL  
520213,CONTROL HARNESS OASIS 3.0 J-1KV-45B,NEW,N,0,3,1,1,0.9999,0.9999,0.9999,,,,,,,,,999,1,4,3.33,5,999,66.6,PL  
520223,PVM SPR-E20-327-COM 3 B1 PV4 1KV JP,SLP,Y,1,0,5.1148,3.4318,0.1509,41.006,2.64874,1,1,5.1148,3.4318,0.1509,41.006,2.64874,CA  ,999,1,4,3.33,5,998,66.6,PL  
520244,PILE SPACER DRIVE OASIS 3.0,SBO,N,0,0,0.75,0.4583,0.5,4.82,0.17186,,,,,,,,,420,1,4,3.33,6.33,2024.4,84.3156,PL  
520245,ASSY BOLT/NUT M20-2.5 X 65MM EN 143,SBO,N,0,3,0.25,0.104,0.104,0.53,0.0027,25,3,0.666,0.666,0.416,13.25,0.18452,CA  ,625,1,4,3.33,2.41,400,32.1012,PL  
520295,BATTERY ACCESSORY TESLA SPLASH GUAR,NEW,N,0,3,0.8333,0.4167,0.3333,0.5,0.11573,1,3,0.8333,0.4167,0.3333,0.5,0.11573,CA  ,999,1,4,3.33,5,998,66.6,PL  
520296,PVM SPR-SHOWROOM MODULE-P17 COM,SLP,Y,1,3,6.75,3.275,0.15,51,3.31594,1,3,6.75,3.275,0.15,51,3.31594,CA  ,999,1,4,3.33,5,998,66.6,PL  
520301,REAR SKIRT HELIX ROOF 74 IN.,SGL,N,0,3,6.15,0.03,0.0833,0.66,0.01537,,,,,,,,,1500,1,6.3542,3.6042,2.625,990,60.11725,PL  
520302,SPOILER SINGLE TILT HELIX ROOF 74 I,SGL,N,0,3,6.1667,0.0833,0.6875,3.2,0.35316,,,,,,,,,138,1,6.417,4,2.3925,441.6,61.41069,PL  
520303,FRONT SKIRT HELIX ROOF 77 IN.,SGL,N,0,3,6.41,0.1875,0.025,1.2,0.03005,,,,,,,,,1000,1,6.83,3.5,2.83,1200,67.65115,PL  
520306,TRAY OPTIONAL BALLAST HELIX ROOF 74,SGL,N,0,3,6.2008,0.75,0.125,3,0.58133,,,,,,,,,72,1,6.45,3.3333,2.75,216,59.12441,PL  
520328,INVERTER SMA SUNNY CENTRAL 2500EV-U,SSN,Y,1,3,5.2108,9.1142,7.6042,0.9999,361.14075,1,3,5.2108,9.1142,7.6042,1,361.14075,CA  ,999,1,4,3.33,5,998,66.6,PL  
520330,INVERTER SUNGROW SG2500HV 1500V-UL,SSN,Y,1,3,1,1,0.9999,0.9999,0.9999,,,,,,,,,999,1,0,0,5,999,998.9001,PL  
520331,INVERTER SUNGROW SG1250HV 1500V-UL,SSN,Y,1,3,1,1,0.9999,0.9999,0.9999,,,,,,,,,999,1,0,0,5,999,998.9001,PL  
520334,INVERTER POWER ELECTRONICS FS2600CU,SSN,Y,1,3,1,1,0.9999,0.9999,0.9999,,,,,,,,,999,1,0,0,5,999,998.9001,PL  
520335,INVERTER POWER ELECTRONICS FS2250CU,SSN,Y,1,3,1,1,0.9999,0.9999,0.9999,,,,,,,,,999,1,0,0,5,999,998.9001,PL  
520339,TRANSFORMER ANSI MV COOPER SMA 2500,SSN,Y,1,3,1,1,0.9999,0.9999,0.9999,,,,,,,,,999,1,0,0,5,999,998.9001,PL  
520343,TRANSFORMER ANSI MV COOPER POWER EL,SSN,Y,1,3,1,1,0.9999,0.9999,0.9999,,,,,,,,,999,1,0,0,5,999,998.9001,PL  
520350,BOLT HEX M10-1.5 X 190 MM CLASS 10.,NEW,N,0,3,0.6234,0.0328,0.0328,0.2838,0.00067,1,3,0.6234,0.0328,0.0328,0.2838,0.00067,CA  ,999,1,4,3.33,5,998,66.6,PL  
520396,INVERTER ACCESSORY JUNCTION BOX AMT,SSN,Y,1,3,1,0.5,0.8333,12,0.41665,1,3,1,0.5,0.8333,12,0.41665,CA  ,999,1,4,3.33,5,998,66.6,PL  
