Article ID,Article Description,Item Type,Serials Req?,Serials per SKU,"EA
SIS",EA Length,EA Width,EA Height,EA Weight,EA Volume,"CA
Qty","CA
SIS",CA Length,CA Width,CA Height,CA Weight,CA Volume,CA UoM,"PL
Qty","PL
SIS",PL Length,PL Width,PL Height,PL Weight,PL Volume,PL UoM
501291,WELDMENT PILE CAP HEAVY C-CHANNEL R,NEW,N,0,3,1.12,0.67,0.3,4,0.23,1,3,1.12,0.67,0.3,4,0.23,CA  ,999,1,4,3.33,5,998,66.6,PL  
501293,FRAME SET 3.2mm 72-cell BLACK GEN3,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,4,3.33,5,999,66.6,PL  
501294,FRAME SET 3.2mm 96-cell BLACK GEN3,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,4,3.33,5,999,66.6,PL  
501295,FRAME SET 3.2mm 96-cell CLEAR GEN3,NEW,N,0,3,1,1,1,6.61,1,,,,,,,,,999,1,4,3.33,5,"6,607.29",66.6,PL  
501296,Frame Set 3.2mm 128-cell Clear Gen3,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,4,3.33,5,999,66.6,PL  
501297,Frame Set 3.2mm 96-cell Non-Femet c,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,4,3.33,5,999,66.6,PL  
501298,Frame Set 3.2mm 128-cellNon-Femet c,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501309,PVM SPR-245NE-WHT-D AR,SLP,Y,1,3,3.43,0.62,0.15,41.89,0.32,1,3,3.43,0.62,0.15,41.89,0.32,CA  ,999,1,4,3.33,5,998,66.6,PL  
501309B,PVM SPR-245NE-WHT-D AR NPB,SLP,Y,1,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501312,PVM SPR-245NE-WHT-D AR-A,SLP,Y,1,3,5.08,2.92,0.17,34,2.47,,,,,,,,,20,1,5.08,2.92,3.66,680,54.32,PL  
501318,WASHER FLAT 1.062 ID 2.5 OD 0.165 T,SFS,N,0,3,0.21,0.21,0.01,0.18,0,20,3,0.33,0.33,0.33,3.52,0.04,CA  ,500,1,4,3.33,0.66,88,8.83,PL  
501321,BOLT SHCS M14 X 60 X 2 12.9 F1136,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501356,LAMINATE-WHITE-72 C60 CELL-135micro,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501410,TUBING ROUND 4.5 OD X 7GA 12 LONG 6,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501411,TUBING ROUND 4.5 OD X 7GA 14 LONG 6,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501412,TUBING ROUND 4.5 OD X 7GA 15 LONG 6,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501413,TUBING ROUND 4.5 OD X 7GA 16 LONG 6,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501414,TUBING ROUND 4.5 OD X 7GA 17 LONG 6,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501415,TUBING ROUND 4.5 OD X 7GA 18 LONG 6,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501416,TUBING ROUND 4.5 OD X 7GA 19 LONG 6,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501417,TUBING ROUND 4.5 OD X 7GA 20 LONG 6,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501418,TUBING ROUND 4.5 OD X 7GA 13 LONG,NEW,N,0,3,12.99,0.46,0.42,117,2.51,1,3,12.99,0.46,0.42,117,2.51,CA  ,999,1,4,3.33,5,998,66.6,PL  
501419,TUBING ROUND 4.5 OD X 3/8 13 LONG,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501422,WASHER FLAT 1.125 ID 2 OD 0.177 THI,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501425,Glass 72-cell 3.2 x 792 x 1552mm AR,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,4,3.33,5,999,66.6,PL  
501431,PVM SPR-333NE-WHT-D AR-A 5/-0 AMPH,SLP,Y,1,3,5.25,3.54,0.16,44.09,3.05,1,3,5.25,3.54,0.16,44.09,3.05,CA  ,999,1,4,3.33,5,998,66.6,PL  
501433,PVM SPR-327NE-WHT-D AR-A 5/-0 AMPH,SLP,Y,1,3,5.25,3.54,0.16,44.09,3.05,1,3,5.25,3.54,0.16,44.09,3.05,CA  ,999,1,4,3.33,5,998,66.6,PL  
501437,PVM SPR-320NE-WHT-D AR-A3 EU 5/-0 A,SLP,Y,1,0,1,1,1,1,1,,,,,,,,,999,1,4,3.33,5,999,66.6,PL  
501438,PVM SPR-333NE-WHT-D AR EU 5/-0 AMPH,SLP,Y,1,3,5.09,3.44,0.08,41.89,1.44,1,3,5.09,3.44,0.08,41.89,1.44,CA  ,999,1,4,3.33,5,998,66.6,PL  
501439,PVM SPR-327NE-WHT-D AR EU 5/-0 AMPH,SLP,Y,1,3,3.58,5.28,0.62,39.68,11.78,1,3,3.58,5.28,0.62,39.68,11.78,CA  ,999,1,4,3.33,5,998,66.6,PL  
501440,PVM SPR-320NE-WHT-D AR 5/-0 AMPH,SLP,Y,1,3,5.25,3.54,0.16,39.68,3.05,1,3,5.25,3.54,0.16,39.68,3.05,CA  ,999,1,4,3.33,5,998,66.6,PL  
501440B,PVM SPR-320NE-WHT-D AR 5/-0 AMPH NP,SLP,Y,1,3,5.25,3.54,0.16,39.68,3.05,1,3,5.25,3.54,0.16,39.68,3.05,CA  ,999,1,4,3.33,5,998,66.6,PL  
501453,COMB BOX 24 STR HRN SPR128 STD OASI,SBO,N,0,3,2.92,1.67,3.75,200,18.29,,,,,,,,,2,1,4.5,3.9,5,400,87.75,PL  
501454,PVM SPR-333NE-WHT-D AR 5/-0 AMPH,SLP,Y,1,3,5.25,3.54,0.16,39.68,3.05,1,3,5.25,3.54,0.16,39.68,3.05,CA  ,999,1,4,3.33,5,998,66.6,PL  
501456,PVM SPR-327NE-WHT-D AR 5/-0 AMPH,SLP,Y,1,3,1,1,1,41.89,1,,,,,,,,,999,1,4,3.33,5,"41,845.91",66.6,PL  
501457,LAMINATE-WHITE-96 NE C60 CELL-135mi,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501459,PVM SPR-320NE-WHT-D AR-A 5/-0 AMPH,SLP,Y,1,3,1,1,1,41.89,1,,,,,,,,,999,1,0,0,5,"41,845.91",998.9,PL  
501459B,PVM SPR-320NE-WHT-D AR-A3 5/-0 AMPH,SLP,Y,1,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501467,PVM SPR-315NE-WHT-D AR AMPH,SLP,Y,1,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501467B,PVM SPR-315NE-WHT-D AR AMPH NPB,SLP,Y,1,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501468,PVM SPR-315NE-WHT-D AR EU AMPH,SLP,Y,1,3,5.25,3.54,0.16,39.68,3.05,1,3,5.25,3.54,0.16,39.68,3.05,CA  ,999,1,4,3.33,5,998,66.6,PL  
501470,PVM SPR-315NE-WHT-D AR-A3 AMPH,SLP,Y,1,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501470B,PVM SPR-315NE-WHT-D AR-A3 AMPH NPB,SLP,Y,1,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501539,ASSY BOLT/NUT HVYHX 1/2-13 X 1.25 G,NEW,N,0,3,0.12,0.07,0.07,0.17,0,1,3,0.12,0.07,0.07,0.17,0,CA  ,999,1,4,3.33,5,998,66.6,PL  
501568,Label SPR-343J-WHT-D (UL),NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501569,INVERTER ACCESSORY FRONIUS POWER CO,SSN,Y,1,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501586,CONNECTOR PIN H4 12 AWG H4CMC4DN AM,NEW,N,0,3,0.2,0.05,0.06,0.02,0,1,3,0.2,0.05,0.06,0.02,0,CA  ,999,1,4,3.33,5,998,66.6,PL  
501587,CONNECTOR SOCKET H4 12 AWG H4CFC4DN,NEW,N,0,3,0.2,0.06,1,0.02,0.01,1,3,0.2,0.06,1,0.02,0.01,CA  ,999,1,4,3.33,5,998,66.6,PL  
501588,CONNECTOR PIN H4 10 AWG H4CMC6DN AM,NEW,N,0,3,0.18,0.07,0.06,0.36,0,1,3,0.18,0.07,0.06,0.36,0,CA  ,999,1,4,3.33,5,998,66.6,PL  
501589,CONNECTOR SOCKET H4 10 AWG H4CFC6DN,NEW,N,0,3,0.18,0.07,0.06,0.36,0,1,3,0.18,0.07,0.06,0.36,0,CA  ,999,1,4,3.33,5,998,66.6,PL  
501622,EXTENSION CABLE ACPV GEN 2.0 5 4-PI,SBO,N,0,3,0.73,0.67,0.12,1,0.06,24,3,1.56,1.18,0.85,24,1.57,CA  ,432,1,4,3.33,2.89,500.4,38.53,PL  
501623,EXTENSION CABLE ACPV GEN 2.0 10 4-P,SBO,N,0,3,0.75,1.04,0.08,1.6,0.07,10,3,1.54,1.21,0.92,16,1.71,CA  ,180,1,4,3.33,3.17,396,42.18,PL  
501624,EXTENSION CABLE ACPV GEN 2.0 5 4-PI,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501625,EXTENSION CABLE ACPV GEN 2.0 10 4-P,SBO,N,0,3,1.02,0.9,0.05,1.9,0.05,8,3,1.36,1.09,1.08,15.2,1.61,CA  ,144,1,4,3.33,3.58,297.9,47.67,PL  
501626,EXTENSION CABLE ACPV GEN 2.0 5 4-PI,SBO,N,0,3,1.02,0.67,0.17,1.2,0.11,4,3,1.52,1.48,1.04,4.8,2.34,CA  ,48,1,3.53,3.33,5.25,58.8,61.74,PL  
501627,EXTENSION CABLE ACPV GEN 2.0 10 4-P,SBO,N,0,3,0.08,0.06,0.05,0.9,0,10,3,1,1.09,1.1,9,1.21,CA  ,360,1,4,3.33,3.63,684,48.35,PL  
501628,END CAP RECEPTACLE COVER ACPV GEN 2,SBO,N,0,3,0.08,0.08,0,0.06,0,250,3,1,1,0.09,15.5,0.09,CA  ,"1,000",1,4,3.33,1.8,62,23.94,PL  
501629,END CAP PLUG COVER ACPV GEN 2.0 BRA,SBO,N,0,3,0.01,0,0,0.06,0,,,,,,,,,"3,000",1,4,3.33,1.37,165,18.28,PL  
501631,BRACKET SUPPORT CABLE TRAY 5.625 C-,NEW,N,0,3,1.42,1.04,0.37,10.27,0.55,1,3,1.42,1.04,0.37,10.27,0.55,CA  ,999,1,4,3.33,5,998,66.6,PL  
501632,MICROINVERTER ACPV GEN 2.0 SBT PANT,SSN,Y,1,3,1.88,1.04,0.25,6.3,0.49,5,3,1.96,1.15,1.29,31.5,2.9,CA  ,90,1,4,3.33,4.5,610.2,59.94,PL  
501633,PVM SPR-240E-WHT-U AR-A ACPV,SLP,Y,1,3,5.25,2.75,0.1,39,1.5,,,,,,,,,34,1,5.25,2.75,3.54,"1,326",51.15,PL  
501636,WASHER LOCK EXT. TOOTH 1/4 .49 OD 3,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501644,Label SPR-245NE-WHT-J,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501649,INVERTER SPR-20000M-TL-3-EU-RFB RS4,SSN,Y,1,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501652,Label SPR-245NE-WHT-J (80MM x 50MM),NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501656,INVERTER SPR-10000p-3 480V NEG GND,SSN,Y,1,3,3.56,2.58,1.13,118,10.34,,,,,,,,,4,1,4,3.33,5,472,66.6,PL  
501658,INVERTER SPR-10000p-3-RFB 480V NEG,SSN,Y,1,3,3.54,2.58,1.08,153,9.91,,,,,,,,,2,1,4,3.33,2.59,306,34.54,PL  
501692,WASHER FLAT 1/2 F436 GALV,SFS,N,0,3,0.09,0.09,0.01,0.02,0,750,3,0.67,0.67,0.67,13.5,0.3,CA  ,"15,000",1,4,3.33,1,270,13.28,PL  
501693,Tab interconnect Slim Sn Reeled - E,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501694,Stamped Bus String to String Sn - E,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501701,WELDMENT DRIVE PIVOT CHAMFERED ENDS,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501746,STAMPED BUS STRING TO J-BOX Sn - EN,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501749,INVERTER ACCESSORY FRONIUS IG PLUS,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501778,KIT FRU ACPV MICROINVERTER GEN 2.2,SBO,N,0,3,1.88,1.07,0.27,6.15,0.54,5,3,1.96,1.13,1.33,30.75,2.94,CA  ,120,1,4,3.33,5.66,789.6,75.43,PL  
501779,CLAMP CB HDG 5 C-CHANNEL PILE,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501792,KIT STRING MONITORING TELECOM KIT S,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501800,ASSY TORQUE TUBE 6.625 OD X .125 UP,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501801,TORQUE TUBE HALF LENGTH CPCT DRIVE,NEW,N,0,3,23.99,0.5,0.5,250,6,1,3,23.99,0.5,0.5,250,6,CA  ,999,1,4,3.33,5,998,66.6,PL  
501802,TORQUE TUBE HALF LENGTH END CPCT DR,NEW,N,0,3,23.99,0.5,0.5,250,6,1,3,23.99,0.5,0.5,250,6,CA  ,999,1,4,3.33,5,998,66.6,PL  
501807,COMB BOX 24 STR HRN SPR128 STD OASI,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501812,ASSY BOLT/NUT HX 3/8-16 x 1.25 GALV,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501813,NUT HEX CLINCH M14 X 2.0 19MM H F11,NEW,N,0,3,0.02,0.02,0.02,0.08,0,1,3,0.02,0.02,0.02,0.08,0,CA  ,999,1,4,3.33,5,998,66.6,PL  
501818,Packaging Corner Piece Gen 2,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,4,3.33,5,999,66.6,PL  
501826,PVM SPR-343J-WHT-D AR-S,SLP,Y,1,3,5.13,3.46,0.17,35,2.95,,,,,,,,,22,1,5.13,3.46,4,770,70.85,PL  
501826B,PVM SPR-343J-WHT-D AR-S NPB,SLP,Y,1,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501828,KIT-B CABLE TRAY B-LINE 0.45GCR 18R,NEW,N,0,3,16.83,4,2.25,570,151.47,1,3,16.83,4,2.25,570,151.47,CA  ,999,1,4,3.33,5,998,66.6,PL  
501847,SMART MOTOR BLDC GEAR CD85 C7,SBO,N,0,3,1.04,0.42,1,10.2,0.43,4,3,1.42,1.38,1,40.8,1.95,CA  ,16,1,4,3.33,1.33,163.2,17.72,PL  
501869,TOOL RELEASE ACPV CONNECTOR GEN 1.0,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,0,0,5,999,998.9,PL  
501870,PVM SPR-245NE-WHT-U AR A3 ACPV,SLP,Y,1,3,5.13,2.63,0.15,37,1.96,,,,,,,,,20,1,5.25,3,3.25,740,51.12,PL  
501900,J-Box Fully Assy Amphenol HBH Power,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,4,3.33,5,999,66.6,PL  
501905,ALIGNMENT TAPE LPL I-TAPE WHT,NEW,N,0,3,1,1,1,1,1,,,,,,,,,999,1,4,3.33,5,999,66.6,PL  
501906,PVM SPR-230NE-BLK-D YUK 5/-0,SLP,Y,1,0,1,1,1,41.89,1,,,,,,,,,999,1,4,3.33,5,"41,845.91",66.6,PL  
501906B,PVM SPR-230NE-BLK-D YUK 5/-0 NPB,SLP,Y,1,3,1,1,1,41.89,1,,,,,,,,,999,1,0,0,5,"41,845.91",998.9,PL  
501906C,PVM SPR-230NE-BLK-D YUK 5/-0 NPC,SLP,Y,1,3,1,1,1,41.89,1,,,,,,,,,999,1,0,0,5,"41,845.91",998.9,PL  
501911,PVM SPR-230NE-BLK-D YUK EU 5/-0,SLP,Y,1,3,2.62,5.12,0.15,36.38,1.98,1,3,2.62,5.12,0.15,36.38,1.98,CA  ,999,1,4,3.33,5,998,66.6,PL  
501913,PVM SPR-225NE-BLK-D YUK EU 5/-0,SLP,Y,1,0,1,1,1,33.07,1,,,,,,,,,999,1,4,3.33,5,"33,036.23",66.6,PL  
501913B,PVM SPR-225NE-BLK-D YUK EU 5/-0 NPB,SLP,Y,1,3,0.05,2.85,5.89,"1,167.35",0.9,1,3,0.05,2.85,5.89,"1,167.35",0.9,CA  ,999,1,4,3.33,5,998,66.6,PL  
501915,PVMUNFR SOLRIF-SPR-230NE-BLK-I L YU,SLP,Y,1,3,2.62,5.41,0.13,26.46,1.86,1,3,2.62,5.41,0.13,26.46,1.86,CA  ,999,1,4,3.33,5,998,66.6,PL  
